,gyrMag-min,gyrMag-max,gyrMag-mean,gyrMag-median,gyrMag-std,gyrMag-IQR,gyrMag-RMS,gyrMag-MCR,gyrMag-Kurt,gyrMag-Skew,gyrMag-frEnergy,gyrMag-PeakFreq,gyrMag-frDmEntroPy,gyrMag-frMag1,gyrMag-frMag2,gyrMag-frMag3,gyrMag-frMag4,gyrMag-frMag5,accMag-min,accMag-max,accMag-mean,accMag-median,accMag-std,accMag-IQR,accMag-RMS,accMag-MCR,accMag-Kurt,accMag-Skew,accMag-frEnergy,accMag-PeakFreq,accMag-frDmEntroPy,accMag-frMag1,accMag-frMag2,accMag-frMag3,accMag-frMag4,accMag-frMag5,count,label,cattle_id,timestamp,timestamp_human
148,0.759,34.973,9.528,8.27,7.402,6.022,12.02,0.3,3.784,1.91,20.931,0.6,2.959,1.213,0.771,2.503,1.905,0.137,9.599,10.378,9.954,9.98,0.153,0.203,9.955,0.52,0.207,-0.13,0.487,2.4,3.106,0.009,0.024,0.017,0.024,0.02,50,standing,goat03,4090401,1970-01-01 01:08:10.401
149,1.625,42.161,5.994,3.954,6.852,2.935,9.052,0.18,14.61,3.599,21.776,0.4,3.112,1.66,2.096,1.341,1.339,0.378,9.586,10.38,10.004,9.978,0.158,0.178,10.005,0.56,0.725,0.201,0.509,3.0,3.117,0.013,0.021,0.028,0.024,0.025,50,standing,goat03,4100401,1970-01-01 01:08:20.401
150,0.273,46.168,10.068,6.801,10.593,9.758,14.537,0.12,2.497,1.653,25.897,0.4,2.85,2.979,4.98,0.93,2.923,1.098,9.719,10.491,9.945,9.941,0.137,0.144,9.946,0.54,3.663,1.352,0.439,3.4,3.11,0.015,0.018,0.013,0.016,0.009,50,standing,goat03,4110401,1970-01-01 01:08:30.401
151,0.299,49.631,6.293,2.323,10.661,3.613,12.288,0.14,7.301,2.834,27.55,0.4,2.839,2.635,3.667,3.264,2.211,2.205,9.23,10.247,9.963,9.974,0.133,0.07,9.963,0.38,16.818,-3.147,0.431,4.4,3.128,0.012,0.022,0.021,0.008,0.016,50,standing,goat03,4120401,1970-01-01 01:08:40.401
152,0.871,75.084,14.429,4.523,21.298,5.846,25.548,0.02,1.794,1.785,47.617,0.2,2.724,10.178,7.283,4.995,2.658,2.466,9.699,10.339,10.054,10.063,0.131,0.129,10.055,0.36,0.556,-0.411,0.412,1.8,3.085,0.026,0.024,0.015,0.018,0.029,50,standing,goat03,4130401,1970-01-01 01:08:50.401
153,0.693,35.23,7.288,3.402,7.876,7.757,10.672,0.14,2.54,1.689,19.044,1.2,2.724,2.617,1.454,1.647,1.914,1.393,9.696,10.451,9.95,9.934,0.121,0.098,9.95,0.48,4.577,1.343,0.383,3.8,3.093,0.019,0.011,0.028,0.02,0.026,50,standing,goat03,4140401,1970-01-01 01:09:00.401
154,0.981,79.071,19.769,11.787,20.676,16.86,28.456,0.24,1.329,1.554,56.448,0.6,2.961,5.354,2.159,8.628,3.448,2.104,9.013,10.664,10.065,10.032,0.274,0.185,10.069,0.56,3.339,-0.666,0.881,4.6,3.127,0.041,0.023,0.036,0.013,0.031,50,standing,goat03,4150401,1970-01-01 01:09:10.401
155,0.51,26.061,4.922,3.113,5.404,2.372,7.269,0.24,6.163,2.531,14.447,0.2,2.898,2.036,1.323,0.432,0.321,0.751,9.656,10.556,10.12,10.119,0.145,0.098,10.121,0.46,2.755,0.088,0.412,4.4,2.988,0.003,0.01,0.011,0.027,0.025,50,standing,goat03,4160401,1970-01-01 01:09:20.401
156,0.559,64.819,16.416,7.118,17.623,24.413,23.955,0.08,0.364,1.179,41.922,0.2,2.852,9.79,3.173,1.777,1.631,0.308,8.046,11.364,10.009,10.054,0.429,0.239,10.018,0.48,8.977,-1.603,1.392,3.0,3.125,0.074,0.03,0.019,0.023,0.011,50,standing,goat03,4170401,1970-01-01 01:09:30.401
157,1.299,129.959,33.211,17.523,34.697,51.076,47.778,0.06,0.138,1.065,73.365,0.2,2.75,20.152,9.497,2.655,2.633,2.342,9.487,11.501,10.077,10.047,0.4,0.278,10.084,0.42,3.079,1.38,1.3,1.0,3.138,0.051,0.057,0.05,0.04,0.109,50,standing,goat03,4180401,1970-01-01 01:09:40.401
158,0.328,72.628,10.338,1.676,16.813,9.582,19.593,0.04,3.189,1.972,34.243,0.2,2.579,8.211,6.105,3.929,2.248,1.575,9.722,10.359,9.958,9.948,0.107,0.053,9.959,0.3,3.75,1.272,0.327,0.8,3.068,0.024,0.009,0.022,0.028,0.027,50,standing,goat03,4190401,1970-01-01 01:09:50.401
159,0.814,92.01,20.529,8.765,22.133,21.32,30.025,0.16,1.604,1.512,52.21,0.2,2.818,11.884,5.035,2.878,3.302,3.45,9.592,10.469,9.989,10.005,0.212,0.25,9.991,0.38,-0.166,0.318,0.706,1.4,3.154,0.027,0.019,0.032,0.047,0.038,50,standing,goat03,4200401,1970-01-01 01:10:00.401
160,0.507,97.665,21.135,14.051,24.086,31.524,31.863,0.14,1.14,1.312,56.846,0.2,2.775,11.101,4.021,3.017,7.437,5.999,9.259,10.825,9.993,9.977,0.223,0.141,9.995,0.4,4.764,0.145,0.695,1.8,3.093,0.018,0.022,0.044,0.043,0.028,50,standing,goat03,4210401,1970-01-01 01:10:10.401
161,0.464,7.081,2.079,1.835,1.413,1.171,2.506,0.28,3.431,1.735,3.91,0.2,2.908,0.381,0.351,0.338,0.298,0.363,9.926,10.237,10.101,10.094,0.06,0.081,10.101,0.44,0.317,-0.014,0.187,2.0,3.072,0.008,0.015,0.006,0.003,0.007,50,standing,goat03,4220401,1970-01-01 01:10:20.401
162,0.456,19.566,3.622,1.633,4.27,3.008,5.567,0.06,3.863,2.089,11.114,0.6,2.887,1.234,1.287,1.65,0.578,0.891,9.8,10.188,10.03,10.026,0.08,0.095,10.03,0.44,0.248,-0.143,0.26,2.0,3.133,0.011,0.005,0.007,0.008,0.019,50,standing,goat03,4230401,1970-01-01 01:10:30.401
163,0.106,12.049,2.407,1.428,2.739,1.814,3.626,0.22,4.253,2.228,7.358,0.4,2.89,0.387,0.966,0.655,0.462,0.713,9.857,10.148,9.997,9.993,0.055,0.066,9.997,0.44,0.349,0.115,0.167,2.4,3.053,0.006,0.004,0.003,0.009,0.007,50,standing,goat03,4240401,1970-01-01 01:10:40.401
164,0.305,43.055,6.59,1.747,10.054,6.821,11.937,0.1,4.626,2.286,25.577,0.2,2.85,3.774,2.203,3.393,2.437,1.419,9.922,10.242,10.057,10.035,0.08,0.055,10.057,0.28,0.147,0.909,0.242,0.8,3.046,0.018,0.017,0.02,0.022,0.005,50,standing,goat03,4250401,1970-01-01 01:10:50.401
165,0.228,13.151,2.839,1.443,3.221,1.924,4.269,0.1,2.042,1.773,7.377,0.2,2.742,1.461,1.13,0.858,0.497,0.254,9.941,10.246,10.052,10.053,0.06,0.063,10.052,0.3,1.591,0.523,0.175,1.0,3.019,0.005,0.008,0.009,0.004,0.022,50,standing,goat03,4260401,1970-01-01 01:11:00.401
166,0.46,11.038,2.787,1.959,2.433,1.924,3.683,0.18,2.477,1.811,6.192,0.2,2.837,0.886,0.723,0.736,0.506,0.481,9.935,10.199,10.063,10.064,0.063,0.068,10.063,0.36,-0.104,0.238,0.197,0.6,3.096,0.007,0.007,0.02,0.011,0.005,50,standing,goat03,4270401,1970-01-01 01:11:10.401
167,0.395,3.539,1.331,1.307,0.664,0.785,1.484,0.52,1.604,1.082,2.031,0.2,3.057,0.188,0.095,0.033,0.037,0.126,9.92,10.17,10.007,10.0,0.044,0.058,10.007,0.5,2.018,0.964,0.143,3.2,3.112,0.01,0.003,0.002,0.008,0.005,50,standing,goat03,4280401,1970-01-01 01:11:20.401
168,0.193,74.258,8.336,2.054,14.952,5.665,16.988,0.04,8.248,2.886,35.632,0.2,2.744,6.186,4.677,3.962,3.394,2.427,9.24,10.848,10.048,10.023,0.21,0.122,10.05,0.32,7.736,0.547,0.688,3.6,3.13,0.029,0.005,0.009,0.039,0.027,50,standing,goat03,4290401,1970-01-01 01:11:30.401
169,1.701,48.012,19.224,17.352,11.169,15.793,22.176,0.22,-0.408,0.547,28.164,0.8,2.867,3.698,1.495,0.99,4.801,2.856,9.688,10.784,10.076,10.091,0.219,0.29,10.078,0.36,0.715,0.563,0.66,0.4,3.035,0.037,0.058,0.048,0.031,0.007,50,standing,goat03,4300401,1970-01-01 01:11:40.401
170,1.355,66.765,17.547,4.677,19.338,28.546,25.968,0.08,-0.288,0.995,36.948,0.2,2.563,11.55,5.08,0.412,0.57,0.88,9.639,11.26,10.062,10.035,0.27,0.161,10.066,0.48,11.029,2.956,0.869,1.4,3.124,0.038,0.041,0.046,0.036,0.049,50,standing,goat03,4310401,1970-01-01 01:11:50.401
171,0.376,6.496,1.324,0.962,1.209,0.99,1.785,0.3,8.048,2.754,3.612,0.2,3.024,0.305,0.217,0.287,0.263,0.122,9.907,10.156,10.051,10.05,0.048,0.044,10.051,0.5,1.346,-0.557,0.148,0.6,3.054,0.006,0.01,0.015,0.007,0.005,50,standing,goat03,4320401,1970-01-01 01:12:00.401
172,0.578,75.046,24.569,18.348,21.611,36.551,32.578,0.12,-0.709,0.666,40.602,0.2,2.602,13.634,2.751,2.257,0.909,2.226,9.431,10.766,10.026,10.02,0.218,0.157,10.028,0.46,3.002,0.444,0.724,5.0,3.114,0.013,0.013,0.021,0.02,0.042,50,standing,goat03,4330401,1970-01-01 01:12:10.401
173,0.251,4.326,1.583,1.295,0.962,1.066,1.848,0.38,0.427,1.006,2.791,1.8,3.008,0.301,0.141,0.193,0.079,0.069,9.849,10.089,9.966,9.965,0.046,0.052,9.966,0.48,1.033,0.192,0.144,0.8,3.094,0.008,0.009,0.003,0.011,0.007,50,standing,goat03,4340401,1970-01-01 01:12:20.401
174,0.328,3.563,1.108,0.898,0.622,0.718,1.267,0.34,3.23,1.556,1.854,0.8,3.034,0.183,0.077,0.037,0.195,0.115,9.822,10.306,9.981,9.97,0.073,0.047,9.982,0.4,7.372,2.068,0.237,3.6,3.131,0.009,0.011,0.01,0.009,0.005,50,standing,goat03,4350401,1970-01-01 01:12:30.401
175,0.356,7.063,1.487,1.157,1.22,0.889,1.916,0.36,8.804,2.727,3.573,0.6,3.019,0.149,0.179,0.418,0.104,0.358,9.768,10.142,9.971,9.976,0.055,0.049,9.971,0.34,3.963,-0.212,0.175,0.4,3.09,0.002,0.014,0.007,0.005,0.011,50,standing,goat03,4360401,1970-01-01 01:12:40.401
176,0.528,59.872,9.504,1.704,16.751,6.042,19.113,0.04,3.23,2.141,34.495,0.2,2.58,7.699,6.107,4.533,3.1,1.815,9.904,10.321,10.041,10.029,0.072,0.087,10.041,0.48,3.001,1.128,0.236,0.8,3.137,0.014,0.008,0.013,0.019,0.004,50,standing,goat03,4370401,1970-01-01 01:12:50.401
177,0.4,61.168,17.851,10.656,18.257,27.88,25.403,0.04,-0.43,0.954,36.834,0.2,2.612,8.768,7.796,1.604,1.814,2.592,9.57,10.452,10.017,10.022,0.151,0.151,10.018,0.36,1.98,-0.303,0.46,2.2,3.048,0.04,0.018,0.009,0.008,0.012,50,standing,goat03,4380401,1970-01-01 01:13:00.401
178,0.328,12.661,1.897,1.134,2.362,1.06,3.011,0.16,9.483,3.059,5.939,0.4,2.818,0.716,0.882,0.547,0.662,0.353,9.688,10.38,9.978,9.974,0.083,0.046,9.978,0.34,12.017,1.524,0.273,5.0,3.107,0.003,0.002,0.006,0.003,0.009,50,standing,goat03,4390401,1970-01-01 01:13:10.401
179,0.634,17.669,3.693,2.159,3.784,2.839,5.26,0.14,2.808,1.822,11.579,0.2,3.079,1.278,0.851,0.974,0.68,0.438,9.213,10.526,10.044,10.021,0.196,0.112,10.046,0.42,5.757,-1.001,0.615,2.0,3.087,0.019,0.007,0.016,0.026,0.038,50,standing,goat03,4400401,1970-01-01 01:13:20.401
180,0.299,7.073,1.775,1.354,1.293,0.945,2.189,0.22,4.624,1.973,3.808,0.2,3.039,0.405,0.375,0.402,0.147,0.219,9.879,10.176,10.019,10.015,0.064,0.056,10.019,0.46,0.764,0.329,0.186,0.8,2.999,0.007,0.01,0.005,0.023,0.005,50,standing,goat03,4410401,1970-01-01 01:13:30.401
181,0.517,3.305,1.439,1.384,0.709,0.756,1.601,0.36,0.843,1.144,2.19,0.2,3.068,0.216,0.103,0.124,0.161,0.064,9.893,10.161,10.025,10.025,0.048,0.045,10.025,0.52,1.574,0.316,0.151,2.2,3.1,0.005,0.005,0.004,0.012,0.005,50,standing,goat03,4420401,1970-01-01 01:13:40.401
182,0.409,70.219,9.092,2.06,17.364,2.843,19.446,0.08,5.305,2.544,38.917,0.2,2.646,6.757,5.966,5.042,4.096,3.05,9.424,10.221,9.956,9.947,0.122,0.102,9.957,0.46,5.953,-1.433,0.402,0.2,3.142,0.03,0.019,0.005,0.012,0.016,50,standing,goat03,4430401,1970-01-01 01:13:50.401
183,0.211,41.946,5.192,2.074,8.835,3.159,10.171,0.08,7.923,2.933,20.908,0.2,2.718,3.486,2.712,2.272,2.037,1.765,9.751,10.31,9.968,9.968,0.093,0.063,9.968,0.52,3.439,0.471,0.293,1.0,3.072,0.01,0.01,0.015,0.014,0.025,50,standing,goat03,4440401,1970-01-01 01:14:00.401
184,0.492,89.673,9.844,2.028,20.67,3.761,22.707,0.04,8.007,2.989,52.167,0.2,2.795,7.682,6.513,4.915,3.742,3.221,9.332,10.343,9.952,9.967,0.148,0.089,9.953,0.4,6.693,-1.685,0.472,2.2,3.104,0.017,0.013,0.025,0.014,0.014,50,standing,goat03,4450401,1970-01-01 01:14:10.401
185,0.909,76.231,15.598,9.999,16.816,17.068,22.813,0.18,3.636,1.921,43.616,0.2,2.866,6.492,1.239,2.585,5.178,4.305,8.318,10.772,9.975,10.019,0.355,0.191,9.981,0.52,8.628,-1.83,1.157,2.6,3.128,0.029,0.045,0.049,0.035,0.061,50,standing,goat03,4460401,1970-01-01 01:14:20.401
186,0.136,24.961,3.516,1.778,5.324,1.952,6.336,0.08,7.45,2.872,13.555,0.2,2.858,1.849,1.757,1.524,1.312,1.077,9.783,10.166,10.011,10.019,0.067,0.08,10.011,0.42,1.476,-0.564,0.206,1.8,3.073,0.01,0.004,0.009,0.008,0.01,50,standing,goat03,4470401,1970-01-01 01:14:30.401
187,0.172,3.868,1.296,1.049,0.765,0.696,1.501,0.34,2.371,1.641,2.261,1.6,3.03,0.107,0.11,0.019,0.052,0.133,9.961,10.111,10.02,10.008,0.038,0.048,10.02,0.36,-0.238,0.802,0.11,1.6,3.013,0.003,0.006,0.005,0.001,0.005,50,standing,goat03,4480401,1970-01-01 01:14:40.401
188,0.251,7.181,1.556,1.134,1.202,1.054,1.959,0.22,8.445,2.574,3.608,0.2,3.042,0.392,0.291,0.364,0.144,0.041,9.746,10.247,10.005,10.008,0.072,0.059,10.005,0.52,4.754,-0.522,0.239,2.0,3.142,0.003,0.002,0.012,0.006,0.015,50,standing,goat03,4490401,1970-01-01 01:14:50.401
189,0.311,4.342,1.189,0.987,0.87,0.74,1.468,0.26,3.935,1.91,2.611,0.2,3.035,0.265,0.172,0.169,0.139,0.063,9.915,10.144,10.012,10.011,0.043,0.042,10.012,0.42,1.699,0.685,0.132,0.6,3.08,0.002,0.006,0.011,0.006,0.01,50,standing,goat03,4500401,1970-01-01 01:15:00.401
190,0.444,50.805,7.099,2.738,12.189,3.243,14.0,0.04,5.191,2.546,24.022,0.2,2.357,4.73,4.048,3.768,2.98,2.467,9.927,10.64,10.088,10.065,0.116,0.105,10.089,0.44,8.977,2.458,0.385,3.8,3.147,0.016,0.018,0.017,0.012,0.017,50,standing,goat03,4510401,1970-01-01 01:15:10.401
191,0.395,4.578,1.393,1.089,0.835,0.985,1.62,0.42,2.629,1.495,2.659,1.0,3.095,0.198,0.175,0.129,0.08,0.225,9.986,10.224,10.088,10.079,0.049,0.049,10.088,0.52,0.605,0.61,0.148,1.8,3.033,0.001,0.008,0.006,0.01,0.007,50,standing,goat03,4520401,1970-01-01 01:15:20.401
192,0.086,2.946,1.12,1.018,0.652,0.856,1.293,0.46,0.16,0.752,1.95,1.4,3.037,0.088,0.126,0.055,0.075,0.181,9.959,10.373,10.082,10.072,0.068,0.056,10.083,0.4,5.221,1.32,0.202,0.4,3.026,0.003,0.024,0.004,0.009,0.019,50,standing,goat03,4530401,1970-01-01 01:15:30.401
193,0.136,46.986,7.871,1.881,12.2,6.801,14.416,0.06,2.508,1.907,27.791,0.4,2.714,3.956,5.032,3.733,1.974,2.695,9.744,10.255,10.021,10.054,0.107,0.145,10.021,0.22,0.045,-0.587,0.331,0.2,3.085,0.039,0.015,0.012,0.023,0.004,50,standing,goat03,4540401,1970-01-01 01:15:40.401
194,0.317,5.398,1.719,1.438,1.226,1.129,2.104,0.3,1.973,1.551,3.358,0.2,2.944,0.504,0.19,0.06,0.101,0.276,9.904,10.167,9.999,9.993,0.056,0.064,9.999,0.46,1.14,1.021,0.177,2.6,3.105,0.01,0.006,0.008,0.01,0.008,50,standing,goat03,4550401,1970-01-01 01:15:50.401
195,0.476,5.799,1.732,1.21,1.309,1.53,2.163,0.22,1.783,1.506,3.597,1.0,2.965,0.462,0.132,0.105,0.277,0.494,9.893,10.124,9.987,9.99,0.042,0.045,9.988,0.34,1.325,0.232,0.131,0.4,3.086,0.006,0.012,0.005,0.003,0.007,50,standing,goat03,4560401,1970-01-01 01:16:00.401
196,0.939,20.799,5.354,3.684,4.59,3.924,7.022,0.2,2.231,1.632,12.043,0.4,2.924,1.161,2.095,0.693,0.988,0.698,9.778,10.608,10.015,10.005,0.147,0.135,10.016,0.42,3.87,1.349,0.462,2.2,3.085,0.013,0.022,0.01,0.039,0.017,50,standing,goat03,4570401,1970-01-01 01:16:10.401
197,0.371,33.689,4.403,1.53,7.498,1.969,8.631,0.1,6.541,2.721,18.481,0.2,2.786,2.605,2.286,2.233,1.969,1.391,9.807,10.224,10.02,10.02,0.076,0.062,10.02,0.44,1.044,-0.29,0.241,3.2,3.086,0.014,0.016,0.004,0.007,0.01,50,standing,goat03,4580401,1970-01-01 01:16:20.401
198,0.266,32.622,7.829,2.247,9.358,13.715,12.129,0.06,0.154,1.186,19.05,0.2,2.639,5.259,2.717,1.003,1.198,0.483,9.556,10.232,9.953,9.95,0.093,0.085,9.953,0.4,6.253,-0.945,0.296,4.6,3.096,0.011,0.014,0.004,0.007,0.01,50,standing,goat03,4590401,1970-01-01 01:16:30.401
199,1.171,84.808,13.859,9.517,15.175,9.237,20.439,0.16,8.699,2.721,44.708,0.2,3.037,5.956,3.929,1.339,1.512,2.877,9.299,11.212,10.008,9.988,0.276,0.19,10.012,0.48,6.681,1.288,0.91,4.6,3.128,0.026,0.019,0.024,0.03,0.024,50,standing,goat03,4600401,1970-01-01 01:16:40.401
200,6.928,213.443,52.528,48.804,34.253,30.684,62.521,0.38,7.971,2.255,102.101,1.2,3.02,1.285,6.593,9.276,2.225,6.825,4.277,13.813,9.964,10.164,1.481,1.518,10.071,0.68,3.738,-0.935,4.217,3.4,2.939,0.014,0.049,0.026,0.023,0.139,50,grazing,goat03,13066101,1970-01-01 03:37:46.101
201,8.514,120.647,39.78,35.368,22.958,30.028,45.814,0.32,1.718,1.191,72.455,0.4,3.093,4.443,5.529,1.574,0.469,2.293,7.89,11.822,10.074,10.05,0.769,0.845,10.102,0.58,0.382,-0.059,2.362,4.2,3.062,0.025,0.066,0.067,0.039,0.033,50,grazing,goat03,13076101,1970-01-01 03:37:56.101
202,9.893,187.668,53.84,46.156,39.155,50.971,66.341,0.36,1.353,1.22,116.651,0.2,3.015,11.589,8.604,5.033,5.09,7.385,5.66,13.085,10.116,10.049,1.429,1.613,10.214,0.76,0.741,-0.618,4.028,4.6,2.945,0.12,0.132,0.11,0.043,0.047,50,grazing,goat03,13086101,1970-01-01 03:38:06.101
203,13.073,131.554,41.261,35.97,23.951,25.024,47.588,0.34,3.801,1.776,70.732,0.6,3.013,5.408,6.286,7.057,3.23,0.384,8.059,11.631,9.934,9.877,0.778,1.053,9.964,0.46,-0.352,-0.044,2.41,4.2,3.074,0.13,0.056,0.081,0.127,0.057,50,grazing,goat03,13096101,1970-01-01 03:38:16.101
204,8.945,110.483,49.079,42.469,25.85,36.899,55.35,0.4,-0.414,0.617,81.715,4.0,3.074,2.274,4.473,5.634,1.338,6.333,6.606,12.928,9.918,9.803,1.19,1.239,9.987,0.46,0.528,-0.246,3.774,3.6,3.095,0.204,0.082,0.073,0.145,0.191,50,grazing,goat03,13106101,1970-01-01 03:38:26.101
205,4.207,135.287,44.516,37.282,27.58,32.096,52.222,0.36,1.726,1.304,90.583,5.0,3.101,4.258,6.215,3.785,6.312,3.963,7.021,12.322,10.133,9.916,1.036,1.302,10.185,0.68,0.478,-0.159,3.228,5.0,2.992,0.053,0.027,0.129,0.087,0.086,50,grazing,goat03,13116101,1970-01-01 03:38:36.101
206,8.639,129.236,40.279,33.837,22.204,24.839,45.886,0.36,3.538,1.56,68.476,1.6,3.076,2.58,3.947,1.865,5.21,1.739,7.058,15.127,10.223,10.117,1.233,1.079,10.295,0.62,4.354,0.739,3.757,4.4,3.031,0.099,0.157,0.045,0.036,0.17,50,grazing,goat03,13126101,1970-01-01 03:38:46.101
207,2.711,96.73,35.966,32.861,19.841,22.526,40.98,0.54,0.972,0.952,61.004,4.8,3.052,3.514,2.312,1.99,1.217,2.691,7.899,12.149,10.096,10.012,0.95,0.953,10.139,0.64,-0.056,-0.096,2.901,5.0,2.99,0.036,0.045,0.04,0.133,0.064,50,grazing,goat03,13136101,1970-01-01 03:38:56.101
208,3.202,70.768,29.079,24.355,16.927,22.101,33.561,0.4,-0.181,0.898,49.759,0.8,3.053,1.174,2.373,2.938,7.203,1.44,8.563,12.133,10.113,10.064,0.785,1.052,10.142,0.62,-0.002,0.335,2.274,3.6,2.998,0.042,0.028,0.104,0.011,0.081,50,grazing,goat03,13146101,1970-01-01 03:39:06.101
209,9.203,85.661,35.35,33.975,17.798,24.239,39.497,0.46,0.379,0.772,53.824,1.4,3.033,4.256,2.942,2.011,0.793,2.416,8.446,11.881,10.207,10.192,0.639,0.534,10.227,0.5,1.37,0.254,1.966,3.4,3.033,0.021,0.06,0.062,0.086,0.018,50,grazing,goat03,13156101,1970-01-01 03:39:16.101
210,7.874,109.479,33.449,25.943,23.826,17.4,40.929,0.44,2.252,1.604,69.856,0.2,2.993,8.898,4.545,4.845,3.519,4.423,8.623,16.083,10.176,10.007,1.133,0.847,10.238,0.62,13.162,3.02,3.728,4.4,3.138,0.204,0.099,0.017,0.098,0.151,50,grazing,goat03,13166101,1970-01-01 03:39:26.101
211,8.018,154.941,50.276,45.834,30.345,36.842,58.567,0.4,2.552,1.383,91.657,0.6,3.041,6.323,6.146,8.8,2.602,3.338,8.718,12.455,10.227,10.304,0.795,1.04,10.258,0.48,-0.013,0.221,2.461,2.8,3.048,0.203,0.049,0.098,0.086,0.12,50,grazing,goat03,13176101,1970-01-01 03:39:36.101
212,4.588,295.768,59.795,40.931,49.958,47.574,77.597,0.26,8.196,2.427,144.411,0.8,3.011,1.897,4.64,1.707,17.482,10.219,5.795,15.447,10.591,10.35,1.966,2.358,10.768,0.62,0.383,-0.065,5.694,2.6,3.014,0.193,0.173,0.187,0.274,0.105,50,grazing,goat03,13186101,1970-01-01 03:39:46.101
213,9.208,266.181,69.82,56.908,49.186,41.255,85.122,0.3,4.656,1.945,154.196,1.2,3.089,4.686,5.618,9.689,8.868,7.487,4.207,14.027,10.393,10.29,1.761,2.058,10.538,0.64,1.629,-0.465,5.546,2.6,3.093,0.193,0.112,0.128,0.057,0.034,50,grazing,goat03,13196101,1970-01-01 03:39:56.101
214,12.778,252.296,82.958,75.308,54.323,49.987,98.863,0.56,1.544,1.369,172.079,1.6,3.108,4.392,7.996,3.51,10.525,6.548,3.725,17.553,10.467,10.375,2.654,3.3,10.792,0.56,0.486,-0.067,7.968,3.2,3.053,0.246,0.093,0.256,0.275,0.204,50,grazing,goat03,13206101,1970-01-01 03:40:06.101
215,19.14,251.214,89.949,65.138,60.882,83.781,108.274,0.34,0.103,1.064,196.223,0.8,3.104,4.409,13.056,13.443,13.948,7.376,4.196,15.534,10.21,10.233,2.24,2.097,10.448,0.62,0.744,-0.148,6.87,4.4,3.053,0.154,0.201,0.136,0.2,0.073,50,grazing,goat03,13216101,1970-01-01 03:40:16.101
216,10.838,241.428,71.253,52.697,52.687,58.781,88.303,0.36,2.179,1.578,168.049,0.4,3.119,8.419,12.966,5.992,7.704,12.451,4.302,24.697,10.605,10.242,3.142,1.762,11.052,0.56,8.09,2.098,9.412,4.2,3.034,0.23,0.539,0.248,0.405,0.158,50,grazing,goat03,13226101,1970-01-01 03:40:26.101
217,16.962,131.938,49.157,45.225,26.086,34.787,55.527,0.3,1.022,1.116,83.288,4.2,3.101,4.976,5.357,5.062,3.848,5.664,5.658,13.78,10.101,10.109,1.406,1.485,10.196,0.58,1.406,-0.36,4.61,4.0,3.132,0.185,0.118,0.245,0.044,0.15,50,grazing,goat03,13236101,1970-01-01 03:40:36.101
218,10.308,191.309,70.998,52.099,50.34,72.908,86.742,0.32,-0.236,0.938,150.044,0.2,3.019,14.159,10.64,12.517,5.161,8.531,4.263,16.759,10.438,10.245,2.429,2.13,10.712,0.52,1.319,0.225,7.427,3.8,3.062,0.165,0.254,0.356,0.246,0.109,50,grazing,goat03,13246101,1970-01-01 03:40:46.101
219,23.3,469.9,98.899,70.791,76.914,67.771,124.813,0.4,9.14,2.602,247.23,0.8,3.113,9.899,3.801,7.613,19.415,16.815,3.203,23.829,10.762,10.281,4.185,3.782,11.532,0.7,1.795,1.153,12.219,4.8,3.002,0.473,0.078,0.123,0.111,0.519,50,grazing,goat03,13256101,1970-01-01 03:40:56.101
220,15.516,255.018,85.378,70.049,59.589,66.507,103.775,0.22,0.686,1.127,169.489,0.6,2.971,15.775,13.675,20.966,14.187,8.111,6.62,14.248,10.198,10.059,1.306,1.471,10.28,0.58,1.176,0.267,4.38,1.6,3.139,0.054,0.045,0.181,0.193,0.147,50,grazing,goat03,13266101,1970-01-01 03:41:06.101
221,6.09,387.716,108.592,99.191,76.023,76.13,132.122,0.3,3.081,1.643,234.181,0.8,3.068,6.758,8.843,4.938,22.125,17.048,2.369,16.572,10.699,10.604,3.233,4.857,11.168,0.62,-0.086,-0.333,9.393,3.6,3.023,0.317,0.24,0.243,0.303,0.274,50,grazing,goat03,13276101,1970-01-01 03:41:16.101
222,9.866,287.247,95.754,79.325,66.848,71.828,116.396,0.34,0.797,1.156,198.041,1.6,3.034,2.433,10.191,4.345,6.491,5.663,2.863,19.43,10.514,10.249,3.099,3.007,10.953,0.66,0.918,0.164,9.408,3.8,3.04,0.369,0.327,0.124,0.404,0.128,50,grazing,goat03,13286101,1970-01-01 03:41:26.101
223,14.522,247.316,78.332,61.579,56.809,63.514,96.429,0.4,1.433,1.384,174.307,0.8,3.076,5.163,7.002,13.784,17.537,12.412,4.679,18.214,10.491,10.065,2.536,2.438,10.787,0.7,1.101,0.823,8.259,5.0,3.06,0.278,0.189,0.366,0.326,0.27,50,grazing,goat03,13296101,1970-01-01 03:41:36.101
224,21.302,204.462,79.589,64.987,52.148,71.482,94.866,0.32,-0.001,1.011,165.623,2.2,3.095,10.585,9.833,1.218,7.8,5.327,3.507,19.724,10.571,10.459,2.329,2.002,10.819,0.68,4.496,0.692,7.378,4.0,3.108,0.263,0.225,0.236,0.217,0.085,50,grazing,goat03,13306101,1970-01-01 03:41:46.101
