,gyrMag-min,gyrMag-max,gyrMag-mean,gyrMag-median,gyrMag-std,gyrMag-IQR,gyrMag-RMS,gyrMag-MCR,gyrMag-Kurt,gyrMag-Skew,gyrMag-frEnergy,gyrMag-PeakFreq,gyrMag-frDmEntroPy,gyrMag-frMag1,gyrMag-frMag2,gyrMag-frMag3,gyrMag-frMag4,gyrMag-frMag5,accMag-min,accMag-max,accMag-mean,accMag-median,accMag-std,accMag-IQR,accMag-RMS,accMag-MCR,accMag-Kurt,accMag-Skew,accMag-frEnergy,accMag-PeakFreq,accMag-frDmEntroPy,accMag-frMag1,accMag-frMag2,accMag-frMag3,accMag-frMag4,accMag-frMag5,count,label,cattle_id,timestamp,timestamp_human
225,20.081,427.989,121.467,77.593,98.185,118.718,155.569,0.3,1.264,1.371,295.181,1.4,3.036,12.562,0.512,18.439,14.589,16.608,3.079,26.649,10.948,10.148,4.512,4.588,11.824,0.54,2.774,1.382,13.241,2.8,2.964,0.589,0.055,0.246,0.257,0.4,50,grazing,goat03,13316101,1970-01-01 03:41:56.101
226,10.046,370.343,83.894,54.56,76.333,55.21,112.908,0.26,3.412,1.884,249.007,1.4,3.123,18.146,16.389,5.09,8.65,10.638,5.05,18.931,10.627,10.208,2.914,2.618,11.012,0.56,0.602,0.385,9.292,4.0,3.099,0.45,0.129,0.383,0.389,0.341,50,grazing,goat03,13326101,1970-01-01 03:42:06.101
227,7.837,202.033,79.204,71.234,45.416,55.988,91.075,0.36,-0.124,0.76,131.303,1.6,2.999,11.415,8.276,8.507,6.81,6.683,5.656,19.523,10.185,9.731,3.196,3.341,10.666,0.68,1.285,1.178,9.797,5.0,2.971,0.527,0.186,0.384,0.293,0.127,50,grazing,goat03,13336101,1970-01-01 03:42:16.101
228,21.126,290.728,85.45,70.1,58.274,57.906,103.1,0.4,3.895,1.938,174.207,2.8,3.028,11.805,6.699,7.011,1.555,7.151,1.773,16.512,10.128,9.831,2.693,2.724,10.473,0.58,1.21,-0.415,8.381,3.6,3.054,0.139,0.246,0.286,0.145,0.137,50,grazing,goat03,13346101,1970-01-01 03:42:26.101
229,7.356,221.115,61.417,47.448,46.831,53.203,76.95,0.36,1.851,1.407,138.081,1.4,3.027,2.941,12.081,4.355,11.168,6.568,7.491,13.69,10.145,10.17,1.188,1.322,10.213,0.56,0.638,0.149,3.636,4.8,3.048,0.051,0.137,0.111,0.019,0.022,50,grazing,goat03,13356101,1970-01-01 03:42:36.101
230,14.333,335.17,98.219,80.355,65.642,49.299,117.77,0.46,3.978,2.022,209.7,4.2,3.102,5.644,5.183,11.952,6.743,9.925,2.876,21.118,11.083,10.647,3.253,3.051,11.541,0.5,2.036,0.746,10.398,3.6,3.098,0.181,0.43,0.404,0.168,0.174,50,grazing,goat03,13366101,1970-01-01 03:42:46.101
231,19.289,340.87,76.999,61.987,55.187,58.129,94.411,0.26,8.628,2.446,164.332,1.0,3.037,11.111,10.108,3.271,8.022,18.322,5.506,17.22,10.532,10.384,2.208,2.604,10.756,0.6,1.405,0.681,7.396,5.0,3.134,0.294,0.369,0.479,0.181,0.283,50,grazing,goat03,13376101,1970-01-01 03:42:56.101
232,11.405,372.106,79.371,63.583,63.931,49.741,101.515,0.4,8.039,2.591,204.567,2.0,3.085,2.07,7.464,4.469,7.205,14.767,4.966,19.8,10.987,10.698,2.748,2.857,11.319,0.52,1.117,0.468,8.512,4.0,3.062,0.226,0.161,0.261,0.087,0.487,50,grazing,goat03,13386101,1970-01-01 03:43:06.101
233,17.775,278.491,83.13,71.655,54.999,67.123,99.373,0.36,1.775,1.245,160.1,2.0,3.022,7.987,5.396,2.957,6.264,4.822,2.06,15.811,10.415,10.608,2.627,2.48,10.735,0.58,2.078,-0.77,7.866,3.8,3.059,0.134,0.18,0.397,0.211,0.173,50,grazing,goat03,13396101,1970-01-01 03:43:16.101
234,12.532,401.436,94.384,56.787,88.378,62.516,128.696,0.3,3.457,1.911,277.52,1.2,3.089,15.127,12.112,19.994,9.074,20.012,3.149,15.773,10.2,10.138,2.582,1.946,10.515,0.66,0.861,-0.361,7.76,4.6,3.048,0.174,0.189,0.195,0.039,0.192,50,grazing,goat03,13406101,1970-01-01 03:43:26.101
235,14.121,329.085,88.25,67.809,67.54,66.677,110.718,0.38,3.591,1.884,205.054,1.6,3.024,0.475,8.198,6.624,15.763,7.01,4.429,15.521,10.247,10.44,2.461,3.227,10.532,0.56,-0.09,-0.006,7.556,2.4,3.072,0.24,0.17,0.082,0.233,0.121,50,grazing,goat03,13416101,1970-01-01 03:43:36.101
236,9.953,192.194,67.468,56.365,43.865,54.821,80.235,0.34,0.139,0.983,127.287,1.6,3.008,9.394,7.486,3.198,3.866,4.826,3.825,17.081,10.555,10.641,2.333,2.223,10.804,0.66,1.155,-0.092,6.946,4.4,3.019,0.251,0.21,0.051,0.059,0.164,50,grazing,goat03,13426101,1970-01-01 03:43:46.101
237,9.599,377.794,103.974,68.758,82.146,87.299,131.999,0.4,1.487,1.387,264.181,1.4,3.098,7.556,3.663,9.696,12.242,11.958,2.522,35.423,11.755,10.726,5.217,5.027,12.839,0.42,6.811,1.873,15.822,4.0,3.059,1.27,0.445,0.319,0.687,0.496,50,grazing,goat03,13436101,1970-01-01 03:43:56.101
238,12.906,198.721,55.334,40.745,40.178,35.187,68.146,0.34,3.905,1.962,119.424,0.4,3.029,11.145,12.736,7.369,7.605,6.856,4.197,14.935,9.883,9.943,2.122,1.969,10.104,0.66,1.529,-0.234,6.643,3.2,3.093,0.204,0.07,0.198,0.265,0.092,50,grazing,goat03,13446101,1970-01-01 03:44:06.101
239,10.799,336.416,89.765,62.21,77.019,80.441,117.776,0.38,1.988,1.533,217.638,1.6,2.981,2.193,16.308,13.586,19.023,4.048,5.183,19.727,10.328,9.869,2.649,2.593,10.656,0.58,1.978,0.859,7.717,2.6,3.012,0.113,0.168,0.283,0.095,0.103,50,grazing,goat03,13456101,1970-01-01 03:44:16.101
240,14.963,214.762,57.179,43.547,47.53,34.525,74.05,0.3,4.144,2.16,136.905,1.0,2.982,11.829,9.186,4.849,12.656,13.551,5.269,15.425,9.837,9.672,1.529,1.706,9.953,0.44,3.26,0.491,5.007,1.4,3.121,0.094,0.232,0.191,0.195,0.115,50,grazing,goat03,13466101,1970-01-01 03:44:26.101
241,3.417,252.182,49.566,45.678,38.879,36.791,62.755,0.22,12.942,2.985,121.971,0.2,3.108,14.573,4.786,3.072,4.561,7.476,7.116,13.901,9.883,9.695,1.229,1.581,9.957,0.52,1.083,0.6,3.885,0.8,3.093,0.078,0.034,0.206,0.3,0.245,50,grazing,goat03,13476101,1970-01-01 03:44:36.101
242,7.998,145.573,65.614,62.723,32.877,40.82,73.243,0.42,-0.113,0.569,99.439,0.2,3.043,11.114,4.832,2.185,4.789,5.061,3.982,12.05,9.705,9.833,1.285,1.262,9.788,0.6,6.332,-1.722,3.976,1.8,3.077,0.175,0.227,0.196,0.061,0.07,50,grazing,goat03,13486101,1970-01-01 03:44:46.101
243,8.484,121.045,41.505,36.581,25.02,29.631,48.334,0.4,1.681,1.321,74.925,0.4,3.039,2.687,7.061,4.524,5.653,5.056,7.725,12.692,9.832,9.763,0.963,1.269,9.878,0.5,0.625,0.395,3.049,2.2,3.104,0.107,0.069,0.113,0.128,0.05,50,grazing,goat03,13496101,1970-01-01 03:44:56.101
244,5.335,115.059,34.209,26.328,22.234,28.37,40.678,0.42,2.266,1.401,69.177,1.8,3.069,2.686,3.613,3.151,0.143,1.47,7.688,12.853,9.881,9.828,0.855,0.859,9.917,0.68,2.067,0.311,2.659,2.4,3.093,0.031,0.049,0.111,0.087,0.076,50,grazing,goat03,13506101,1970-01-01 03:45:06.101
245,5.996,133.494,46.748,37.434,32.301,33.746,56.639,0.32,0.444,1.123,95.242,0.2,3.03,11.812,4.786,4.986,0.893,2.271,6.425,13.963,9.903,9.869,1.445,0.965,10.006,0.66,1.594,0.373,4.52,3.6,3.068,0.184,0.159,0.057,0.141,0.113,50,grazing,goat03,13516101,1970-01-01 03:45:16.101
246,2.73,101.932,34.239,25.043,23.031,31.674,41.136,0.2,0.285,1.065,64.761,0.2,2.962,7.954,5.725,5.874,5.077,2.241,7.563,12.115,9.81,9.676,0.894,1.05,9.85,0.66,0.158,0.098,2.676,4.4,3.001,0.013,0.077,0.024,0.035,0.033,50,grazing,goat03,13526101,1970-01-01 03:45:26.101
247,8.9,152.186,57.402,47.632,34.56,51.016,66.824,0.4,-0.252,0.665,107.297,1.2,3.054,5.158,7.356,4.648,5.775,2.115,7.675,14.174,9.878,9.645,1.304,1.341,9.962,0.6,1.089,0.789,4.298,4.6,3.138,0.122,0.047,0.099,0.224,0.198,50,grazing,goat03,13536101,1970-01-01 03:45:36.101
248,5.719,145.025,46.117,37.318,29.568,39.408,54.622,0.38,1.135,1.037,89.485,0.6,3.046,4.935,6.147,8.363,2.03,1.959,7.363,12.81,9.731,9.613,1.066,1.225,9.788,0.66,1.037,0.647,3.234,4.4,3.035,0.106,0.111,0.035,0.024,0.06,50,grazing,goat03,13546101,1970-01-01 03:45:46.101
249,6.556,116.512,39.688,33.888,26.647,33.786,47.655,0.32,0.492,1.051,76.718,0.2,3.003,9.407,7.515,4.99,6.891,3.923,8.661,12.428,9.929,9.777,0.862,0.934,9.965,0.5,0.704,1.035,2.759,3.2,3.09,0.061,0.131,0.058,0.1,0.035,50,grazing,goat03,13556101,1970-01-01 03:45:56.101
250,6.844,115.007,45.972,39.124,28.226,44.273,53.798,0.22,-0.487,0.764,81.594,0.4,3.018,6.252,11.477,2.263,3.902,6.512,8.153,12.315,9.803,9.811,0.896,1.072,9.844,0.52,-0.067,0.164,2.713,2.2,3.012,0.058,0.108,0.074,0.124,0.025,50,grazing,goat03,13566101,1970-01-01 03:46:06.101
251,10.437,99.261,39.378,35.142,20.159,24.431,44.146,0.44,0.154,0.832,61.555,0.2,3.08,6.531,2.945,3.016,2.399,2.096,7.849,11.733,9.972,9.859,0.853,1.148,10.008,0.64,-0.3,-0.059,2.59,3.4,3.053,0.118,0.047,0.05,0.072,0.036,50,grazing,goat03,13576101,1970-01-01 03:46:16.101
252,16.11,222.109,63.379,44.049,47.711,51.591,79.042,0.22,2.397,1.669,135.761,0.8,2.993,10.884,11.972,8.874,17.773,7.564,5.131,13.874,9.96,9.992,1.349,0.794,10.05,0.64,4.045,-0.328,4.063,4.0,3.047,0.08,0.129,0.041,0.023,0.137,50,grazing,goat03,13586101,1970-01-01 03:46:26.101
253,6.634,279.308,76.173,55.427,67.542,71.312,101.356,0.26,0.852,1.307,199.955,0.6,3.021,9.975,11.757,24.497,11.425,3.441,3.51,13.756,9.997,9.985,1.751,1.242,10.146,0.56,2.912,-0.615,5.229,4.6,3.049,0.091,0.098,0.043,0.197,0.108,50,grazing,goat03,13596101,1970-01-01 03:46:36.101
254,20.917,425.165,123.535,95.172,90.104,104.921,152.372,0.32,2.129,1.47,283.065,1.2,3.064,12.324,13.884,7.843,7.074,10.048,3.676,17.119,10.228,10.505,2.772,3.067,10.59,0.68,0.065,-0.037,8.873,4.2,3.099,0.149,0.179,0.012,0.159,0.333,50,grazing,goat03,13606101,1970-01-01 03:46:46.101
255,11.841,330.705,93.05,70.098,68.947,53.217,115.399,0.26,2.556,1.671,210.41,1.4,3.068,18.076,5.722,7.462,11.595,6.329,3.555,15.341,10.245,10.218,2.532,4.119,10.548,0.52,-0.254,-0.33,7.962,3.0,3.08,0.196,0.07,0.189,0.235,0.097,50,grazing,goat03,13616101,1970-01-01 03:46:56.101
256,20.868,253.38,76.371,55.114,55.043,60.474,93.817,0.4,1.624,1.466,167.474,1.4,3.051,6.296,8.716,8.57,7.308,8.233,3.058,14.176,10.111,10.081,2.256,2.477,10.355,0.52,1.841,-0.818,7.122,2.6,3.105,0.093,0.204,0.219,0.211,0.296,50,grazing,goat03,13626101,1970-01-01 03:47:06.101
257,8.455,125.581,64.179,62.402,28.493,35.034,70.104,0.32,-0.312,0.177,88.103,2.4,3.069,7.31,2.273,3.994,7.114,0.765,7.752,12.689,9.804,9.64,1.022,1.217,9.856,0.38,0.382,0.579,2.972,1.6,2.995,0.191,0.051,0.113,0.103,0.126,50,grazing,goat03,13636101,1970-01-01 03:47:16.101
258,11.522,496.541,92.498,52.693,89.967,92.026,128.406,0.16,6.661,2.294,253.379,0.4,2.971,20.562,35.208,5.752,14.131,2.858,4.196,23.2,10.205,9.788,3.092,1.79,10.654,0.26,5.768,1.933,9.577,0.8,3.08,0.416,0.381,0.397,0.893,0.291,50,grazing,goat03,13646101,1970-01-01 03:47:26.101
259,15.078,402.612,96.918,70.869,80.038,87.798,125.184,0.22,3.765,1.824,240.598,0.2,3.043,26.627,11.078,17.906,15.051,5.732,2.564,18.382,10.105,9.584,3.259,2.276,10.607,0.66,0.933,0.15,9.196,3.0,2.964,0.537,0.336,0.088,0.287,0.268,50,grazing,goat03,13656101,1970-01-01 03:47:36.101
260,10.719,578.421,86.947,57.591,100.53,46.551,132.151,0.26,10.849,3.094,314.417,1.4,3.087,27.773,9.364,18.021,19.432,9.589,2.717,23.579,10.513,10.12,3.038,1.89,10.935,0.38,6.173,1.592,9.181,0.8,3.035,0.474,0.349,0.732,0.91,0.282,50,grazing,goat03,13666101,1970-01-01 03:47:46.101
261,18.855,320.16,81.312,64.249,64.699,57.302,103.508,0.4,4.159,2.111,191.911,4.2,3.023,12.45,1.826,7.553,3.692,11.886,2.564,14.717,10.073,10.259,2.245,2.148,10.315,0.42,2.006,-0.794,6.682,2.6,3.03,0.177,0.094,0.184,0.294,0.206,50,grazing,goat03,13676101,1970-01-01 03:47:56.101
262,14.527,340.271,89.156,63.209,74.724,70.97,115.848,0.32,2.014,1.605,229.423,1.2,3.069,2.772,8.475,18.84,16.968,2.824,1.081,18.27,10.286,10.083,3.349,2.954,10.807,0.56,0.957,-0.171,10.132,3.0,2.998,0.457,0.084,0.169,0.215,0.231,50,grazing,goat03,13686101,1970-01-01 03:48:06.101
263,19.665,309.523,104.4,79.301,72.166,109.307,126.504,0.4,0.469,1.041,219.208,1.6,3.076,10.103,11.443,9.834,7.853,4.618,4.133,15.991,10.321,10.527,2.495,3.105,10.613,0.52,0.314,-0.141,7.352,3.2,3.014,0.119,0.245,0.316,0.174,0.114,50,grazing,goat03,13696101,1970-01-01 03:48:16.101
264,17.071,297.849,96.966,90.575,57.828,76.78,112.604,0.48,3.155,1.513,174.09,1.6,3.037,8.907,11.794,6.991,8.229,10.149,6.324,17.636,10.225,10.075,2.138,1.752,10.441,0.52,1.829,0.936,6.797,1.8,3.081,0.275,0.058,0.267,0.448,0.314,50,grazing,goat03,13706101,1970-01-01 03:48:26.101
265,25.018,222.276,93.297,78.102,55.969,81.361,108.509,0.4,-0.364,0.816,171.632,1.6,3.034,5.5,10.521,10.701,8.668,8.308,4.928,14.643,10.365,10.554,2.231,3.265,10.597,0.56,-0.355,-0.169,7.232,3.6,3.104,0.313,0.211,0.248,0.161,0.082,50,grazing,goat03,13716101,1970-01-01 03:48:36.101
266,13.068,567.588,112.75,91.815,94.134,72.085,146.275,0.26,9.846,2.806,281.535,0.2,3.025,25.603,2.527,16.004,3.539,6.253,3.343,20.157,10.495,10.229,3.062,2.805,10.924,0.56,1.485,0.823,8.971,3.0,3.045,0.291,0.174,0.253,0.122,0.184,50,grazing,goat03,13726101,1970-01-01 03:48:46.101
267,7.504,350.491,106.331,78.281,82.097,49.019,133.833,0.26,1.805,1.671,254.035,0.4,3.067,8.035,20.184,12.064,17.483,4.867,3.563,19.724,10.725,10.247,2.788,2.446,11.075,0.44,1.795,0.326,8.47,3.8,3.039,0.14,0.267,0.221,0.342,0.125,50,grazing,goat03,13736101,1970-01-01 03:48:56.101
268,9.82,366.31,105.371,84.195,76.332,100.641,129.665,0.34,1.296,1.252,239.022,1.4,3.092,10.188,7.964,8.249,10.791,4.222,3.824,20.626,10.356,9.948,3.117,2.175,10.805,0.58,2.394,1.098,9.275,2.6,2.969,0.011,0.134,0.272,0.207,0.248,50,grazing,goat03,13746101,1970-01-01 03:49:06.101
269,8.147,355.877,104.253,76.839,80.768,93.246,131.384,0.34,1.365,1.375,242.779,1.8,3.041,12.829,10.089,2.858,9.679,15.677,5.411,19.031,10.308,10.038,2.417,2.802,10.582,0.56,2.378,0.847,7.87,1.2,3.136,0.366,0.202,0.221,0.238,0.275,50,grazing,goat03,13756101,1970-01-01 03:49:16.101
270,13.465,403.225,107.107,72.223,90.256,79.656,139.482,0.32,2.086,1.654,287.738,5.0,3.07,22.409,6.584,11.79,13.028,15.773,6.0,17.127,10.717,10.521,2.376,2.46,10.972,0.56,0.239,0.642,7.263,3.8,3.049,0.395,0.261,0.229,0.085,0.401,50,grazing,goat03,13766101,1970-01-01 03:49:26.101
271,18.707,257.439,82.777,60.897,52.791,55.9,97.894,0.34,1.175,1.274,161.069,0.4,3.062,13.167,14.642,3.99,6.959,2.756,6.838,14.461,10.018,9.719,1.647,1.605,10.15,0.54,0.445,0.689,5.051,3.2,3.027,0.094,0.115,0.046,0.091,0.194,50,grazing,goat03,13776101,1970-01-01 03:49:36.101
272,11.711,271.673,71.998,58.299,50.346,48.504,87.566,0.32,3.425,1.614,152.067,0.2,3.056,18.14,5.174,6.576,8.738,5.608,2.225,18.43,10.372,10.353,2.698,2.101,10.711,0.62,3.332,0.027,8.174,4.0,3.042,0.163,0.28,0.3,0.085,0.084,50,grazing,goat03,13786101,1970-01-01 03:49:46.101
273,10.451,517.942,96.504,87.467,77.693,68.345,123.404,0.3,15.465,3.334,254.074,1.4,3.142,9.947,10.607,10.571,2.308,10.196,4.293,20.099,10.463,10.177,2.72,2.972,10.804,0.6,2.181,0.588,8.157,3.0,3.04,0.21,0.291,0.464,0.329,0.176,50,grazing,goat03,13796101,1970-01-01 03:49:56.101
274,22.956,290.844,94.85,70.711,62.584,75.303,113.292,0.42,1.528,1.315,188.227,1.0,3.047,10.062,5.727,17.643,3.242,18.847,6.874,13.553,10.111,10.227,1.443,1.148,10.212,0.44,0.666,0.102,4.469,1.6,3.07,0.328,0.142,0.235,0.123,0.156,50,grazing,goat03,13806101,1970-01-01 03:50:06.101
275,25.521,473.777,120.603,87.348,93.631,86.61,152.107,0.4,3.699,1.923,299.28,1.6,3.112,22.592,13.656,6.172,11.122,18.493,3.285,18.082,10.468,9.84,2.98,3.992,10.876,0.54,0.312,0.396,8.992,2.8,3.014,0.428,0.161,0.096,0.355,0.145,50,grazing,goat03,13816101,1970-01-01 03:50:16.101
276,12.854,460.711,104.729,86.596,78.258,75.952,130.269,0.34,6.825,2.152,244.836,1.6,3.078,17.17,7.664,15.652,6.921,18.374,5.088,16.02,10.339,9.724,2.767,2.77,10.696,0.58,-0.467,0.325,7.169,3.8,2.851,0.28,0.16,0.415,0.35,0.17,50,grazing,goat03,13826101,1970-01-01 03:50:26.101
277,13.308,486.371,97.604,76.414,92.262,69.332,133.673,0.34,7.718,2.625,283.827,1.6,3.068,19.892,6.852,11.692,0.969,6.635,4.493,16.399,10.344,10.197,2.509,1.976,10.637,0.6,0.812,0.455,7.992,4.4,3.108,0.326,0.155,0.196,0.359,0.332,50,grazing,goat03,13836101,1970-01-01 03:50:36.101
278,8.776,320.001,76.125,65.094,56.58,49.633,94.511,0.48,8.157,2.606,181.426,2.6,3.114,9.438,3.248,12.009,3.475,5.459,5.876,14.727,10.475,10.335,1.767,1.585,10.62,0.5,0.707,0.47,5.991,5.0,3.148,0.187,0.13,0.229,0.14,0.351,50,grazing,goat03,13846101,1970-01-01 03:50:46.101
279,12.334,388.213,98.219,75.96,74.524,78.974,122.84,0.42,4.102,1.898,232.342,0.8,3.078,6.168,10.094,9.126,21.218,4.918,5.309,20.369,10.689,10.428,2.719,2.808,11.023,0.56,1.938,0.899,8.774,2.8,3.126,0.485,0.192,0.183,0.307,0.306,50,grazing,goat03,13856101,1970-01-01 03:50:56.101
280,11.785,263.155,66.034,55.023,47.347,52.09,80.978,0.42,4.863,1.887,149.733,2.6,3.096,4.934,12.383,6.169,2.335,6.762,3.675,14.765,10.365,10.061,1.853,1.29,10.526,0.56,2.819,-0.084,5.565,3.4,3.017,0.198,0.084,0.087,0.022,0.244,50,grazing,goat03,13866101,1970-01-01 03:51:06.101
281,22.408,324.702,100.774,82.186,64.172,71.551,119.126,0.34,1.741,1.351,198.126,1.6,3.062,1.845,9.166,17.911,6.982,3.761,4.078,17.083,10.372,10.217,2.294,3.125,10.617,0.52,0.844,0.086,7.002,1.6,3.065,0.195,0.118,0.481,0.051,0.078,50,grazing,goat03,13876101,1970-01-01 03:51:16.101
282,15.637,542.954,126.452,93.098,108.674,97.336,166.024,0.3,3.868,1.91,332.338,1.6,3.047,12.062,16.439,25.32,8.366,21.31,0.885,19.34,10.722,10.338,3.724,3.582,11.338,0.56,0.632,0.457,11.68,4.6,3.06,0.516,0.664,0.248,0.041,0.557,50,grazing,goat03,13886101,1970-01-01 03:51:26.101
283,13.309,355.542,93.341,68.804,72.158,65.337,117.538,0.34,3.764,1.926,230.241,1.4,3.093,6.82,8.893,8.946,12.291,14.079,5.145,16.584,10.485,10.145,1.973,1.742,10.665,0.56,1.709,0.624,6.22,2.8,3.066,0.417,0.083,0.385,0.41,0.156,50,grazing,goat03,13896101,1970-01-01 03:51:36.101
284,15.389,272.971,69.831,58.26,48.825,44.645,84.927,0.46,6.682,2.324,152.043,0.8,3.077,6.851,4.642,11.657,14.973,0.891,8.328,13.885,10.072,9.869,1.083,1.269,10.128,0.58,2.73,1.231,3.486,4.8,3.116,0.108,0.09,0.038,0.216,0.104,50,grazing,goat03,13906101,1970-01-01 03:51:46.101
285,22.772,537.497,127.508,94.247,105.575,72.823,164.868,0.34,3.585,1.879,325.204,4.8,3.074,10.441,18.479,14.91,10.775,10.297,2.798,25.588,10.653,10.316,3.841,4.174,11.311,0.56,3.119,0.895,12.247,3.0,3.098,0.223,0.139,0.138,0.435,0.493,50,grazing,goat03,13916101,1970-01-01 03:51:56.101
286,5.928,173.771,66.929,62.926,36.465,44.141,76.043,0.48,0.36,0.656,102.23,2.6,2.959,6.188,3.603,1.768,6.856,2.133,6.741,15.402,10.138,10.09,1.641,1.782,10.268,0.54,1.136,0.494,4.998,4.0,3.045,0.094,0.087,0.195,0.08,0.093,50,grazing,goat03,13926101,1970-01-01 03:52:06.101
287,9.332,293.834,76.488,62.9,58.012,67.022,95.648,0.42,2.814,1.609,180.427,3.0,3.066,2.257,5.844,10.399,6.012,11.789,5.042,27.253,10.568,10.297,3.141,1.755,11.016,0.52,14.377,2.968,10.414,4.6,3.148,0.319,0.508,0.236,0.429,0.331,50,grazing,goat03,13936101,1970-01-01 03:52:16.101
288,19.256,278.596,71.078,54.414,51.711,48.702,87.594,0.26,4.057,1.88,152.498,1.2,3.042,3.735,10.492,3.145,17.307,7.74,7.474,13.692,10.305,10.212,1.485,2.369,10.409,0.56,-0.752,0.09,4.513,3.6,3.055,0.186,0.052,0.254,0.139,0.039,50,grazing,goat03,13946101,1970-01-01 03:52:26.101
289,10.289,410.219,85.145,71.697,64.27,49.751,106.29,0.34,11.266,2.793,210.389,0.8,3.137,13.565,4.588,10.129,18.616,12.437,2.882,16.047,10.193,10.018,2.512,2.215,10.492,0.54,0.827,0.106,8.036,1.6,3.09,0.124,0.234,0.207,0.333,0.209,50,grazing,goat03,13956101,1970-01-01 03:52:36.101
290,8.383,430.902,109.85,84.664,87.246,82.487,139.738,0.28,2.944,1.748,263.303,1.4,3.062,5.133,11.199,6.735,6.067,8.695,4.448,17.246,10.285,9.922,2.498,2.663,10.579,0.58,0.66,-0.019,7.311,3.4,3.002,0.206,0.184,0.028,0.09,0.139,50,grazing,goat03,13966101,1970-01-01 03:52:46.101
291,28.892,277.422,108.032,101.036,63.054,73.475,124.768,0.44,0.38,1.015,189.786,1.4,3.029,6.664,1.005,7.622,10.481,1.093,2.188,25.892,10.538,10.397,3.82,2.726,11.196,0.44,4.709,1.453,12.64,2.0,3.142,0.529,0.443,0.298,0.253,0.458,50,grazing,goat03,13976101,1970-01-01 03:52:56.101
292,22.948,219.401,85.846,70.046,55.848,75.209,102.108,0.28,-0.011,1.021,170.453,1.6,3.043,7.393,8.544,11.813,5.101,3.845,4.395,13.708,10.04,10.24,1.827,2.08,10.202,0.5,1.577,-0.831,5.483,2.4,3.013,0.163,0.113,0.091,0.093,0.254,50,grazing,goat03,13986101,1970-01-01 03:53:06.101
293,12.043,488.827,104.594,72.217,97.057,80.854,142.027,0.26,4.605,2.087,300.618,1.4,3.084,15.709,17.453,17.123,12.368,16.542,5.271,15.855,9.961,9.736,2.094,1.904,10.175,0.44,1.194,0.702,6.342,2.8,3.061,0.277,0.131,0.131,0.134,0.404,50,grazing,goat03,13996101,1970-01-01 03:53:16.101
294,14.846,318.334,98.718,80.097,65.66,61.761,118.196,0.44,1.965,1.454,214.873,1.8,3.144,7.83,10.937,13.346,3.946,6.308,2.415,19.196,10.274,10.202,2.856,2.43,10.656,0.48,2.397,-0.11,9.051,3.2,3.084,0.248,0.142,0.368,0.592,0.128,50,grazing,goat03,14006101,1970-01-01 03:53:26.101
295,10.484,396.246,105.81,71.056,84.332,94.054,134.779,0.32,1.833,1.456,247.087,1.4,3.01,6.715,10.828,18.701,3.108,15.491,2.655,18.177,10.111,10.261,3.038,3.008,10.549,0.5,0.655,0.271,9.076,1.8,3.013,0.217,0.304,0.214,0.163,0.254,50,grazing,goat03,14016101,1970-01-01 03:53:36.101
296,19.108,292.869,88.962,69.506,61.687,66.845,107.905,0.4,2.303,1.612,192.165,2.0,3.071,7.954,4.454,6.266,13.648,5.479,3.471,15.425,9.816,9.984,2.507,3.258,10.125,0.6,0.301,-0.108,7.874,3.8,3.067,0.136,0.07,0.342,0.052,0.18,50,grazing,goat03,14026101,1970-01-01 03:53:46.101
297,6.667,302.965,84.957,60.188,67.394,62.807,108.022,0.42,2.259,1.657,200.826,1.8,3.039,5.168,7.253,5.221,9.756,16.144,1.55,14.526,10.046,10.34,2.609,2.158,10.373,0.56,1.297,-0.824,7.819,3.6,3.032,0.209,0.268,0.219,0.448,0.182,50,grazing,goat03,14036101,1970-01-01 03:53:56.101
298,10.557,259.213,77.354,62.946,51.845,54.352,92.832,0.28,2.266,1.501,154.521,1.4,3.032,5.339,14.279,8.777,2.941,5.093,3.567,17.758,10.238,10.064,2.642,2.693,10.567,0.6,0.841,0.004,7.995,4.0,3.035,0.079,0.319,0.168,0.179,0.163,50,grazing,goat03,14046101,1970-01-01 03:54:06.101
299,13.876,315.11,91.583,72.432,63.043,49.708,110.826,0.34,2.571,1.677,203.469,0.6,3.124,10.009,8.362,15.817,6.231,10.394,5.563,16.041,10.301,10.245,2.031,1.791,10.495,0.54,1.143,0.484,6.505,3.2,3.093,0.313,0.107,0.156,0.127,0.145,50,grazing,goat03,14056101,1970-01-01 03:54:16.101
